"Inflation rate, average consumer prices (Annual percent change)",1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029
Guinea,40,35,"29,9","30,3",26,19,"64,7","36,9","27,3","28,3","25,7","19,7","16,6","7,1","4,2","5,6",3,"1,9","5,1","4,6","6,8","5,4",3,11,"17,5","31,4","34,7","22,9","18,4","4,7","15,5","21,4","15,2","11,9","9,7","8,2","8,2","8,9","9,8","9,5","10,6","12,6","10,5","7,8",11,"10,2","9,7","9,2","8,7","8,6"
Guinea-Bissau,"64,8","41,9","16,5","23,3","64,9","112,7","26,5","86,8","60,3","80,8",33,"57,6","69,4","48,2","15,2","45,1","50,9","49,1","8,1","-2,1","8,6","3,3","3,3","-3,5","0,8","3,4",2,"4,6","10,4","-1,6","1,1","5,1","2,1","0,8",-1,"1,5","2,7","-0,2","0,4","0,3","1,5","3,3","7,9","7,2",3,2,2,2,2,2
Guyana,"14,1","22,2","20,6","15,3","25,1",15,"7,9","28,7","39,9","89,5","64,3","103,1","26,7","8,4","12,4","12,2","7,1","3,6","4,6","7,5","6,1","2,6","5,4",6,"4,7","6,9","6,7","12,2","8,1",3,"4,3","4,4","2,4","1,9","0,7","-0,9","0,8","1,9","1,3","2,1","1,2","3,3","6,5","4,5","2,8","4,6","5,5","5,5","5,5","5,7"
Haiti,"19,1","10,9","7,4","10,2","6,4","10,6","3,3","-11,4","4,1","6,9","21,3","15,4","19,4","22,6","42,6","30,2","20,6","11,6","6,6","2,8","6,4","15,5","6,6","22,2","25,7","14,1",13,"6,9","12,5","5,6","2,9","5,2","5,7","5,3","3,2","5,3","11,4","10,6","11,4","17,3","22,9","15,9","27,6","44,1",23,"14,3","12,5","11,5","11,5","11,5"
Honduras,"18,1","9,4",9,"8,2","4,7","3,4","4,4","2,5","4,5","9,9","23,3","33,9","8,7","10,8","21,8","29,4","23,8","20,2","13,7","11,7",11,"9,7","7,7","7,7","8,1","8,8","5,6","6,9","11,4","5,5","4,7","6,8","5,2","5,2","6,1","3,2","2,7","3,9","4,3","4,4","3,5","4,5","9,1","6,7","4,4","4,1",4,4,4,4
Hong Kong SAR,"4,4","9,5",11,"9,9","8,5","3,6","3,6","5,7","7,8","10,2","10,3","11,2","9,6","8,8","8,8",9,"6,3","5,8","2,8",-4,"-3,7","-1,6",-3,"-2,6","-0,4","0,9",2,2,"4,3","0,6","2,3","5,3","4,1","4,3","4,4",3,"2,4","1,5","2,4","2,9","0,3","1,6","1,9","2,1","2,3","2,3","2,4","2,5","2,5","2,5"
Hungary,"9,3","4,5",7,"6,4","8,7",7,"5,3","8,7","15,8","16,9",29,"34,2","22,9","22,5","18,9","28,3","23,5","18,3","14,2",10,"9,8","9,2","5,3","4,7","6,8","3,6","3,9",8,"6,1","4,2","4,9","3,9","5,7","1,7","-0,2","-0,1","0,4","2,4","2,8","3,4","3,3","5,1","14,6","17,1","3,7","3,5","2,9",3,3,3
Iceland,"58,5","50,9",51,"84,3","29,2","32,4","21,3","18,8","25,5","14,5","15,5","6,8",4,"4,1","1,6","1,7","2,3","1,8","1,7","3,2","5,1","6,4","5,2","2,1","3,2",4,"6,7","5,1","12,7",12,"5,4",4,"5,2","3,9",2,"1,6","1,7","1,8","2,7",3,"2,8","4,5","8,3","8,7","5,6","3,4","2,5","2,5","2,5","2,5"
India,"11,3","12,7","7,7","12,6","6,5","6,3","8,9","9,1","7,2","4,6","11,2","13,5","9,9","7,3","10,3",10,"9,4","6,8","13,1","3,4","3,8","4,4",5,"4,1",4,"3,7","6,7","5,9","9,2","10,6","9,4","8,1",10,"9,4","5,8","4,9","4,5","3,6","3,4","4,8","6,2","5,5","6,7","5,4","4,6","4,2","4,1",4,4,4
Indonesia,18,"12,2","9,5","11,8","10,5","4,7","5,8","9,3","8,1","6,4","7,8","9,4","7,5","9,7","8,5","9,4",8,"6,2","58,4","20,5","3,7","11,5","11,9","6,8","6,1","10,5","13,1","6,3","9,9","4,8","5,1","5,3",4,"6,4","6,4","6,4","3,5","3,8","3,3","2,8",2,"1,6","4,1","3,7","2,6","2,6","2,5","2,5","2,5","2,5"
Iran,"20,6","24,2","18,7","19,7","12,6","4,4","23,7","27,7","28,9","17,4",9,"20,2","24,5","22,5","34,9","49,3","23,9","16,5","18,5","20,2","12,3","11,5","15,8","15,6","15,3","10,3",12,"18,4","25,3","10,8","12,3","21,5","30,6","34,7","15,6","11,9","9,1","9,6","30,2","34,7","36,4","40,2","45,8","41,5","37,5","32,5","27,5",25,25,25
Iraq,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,37,"53,2","30,8","2,7","-2,8","2,4","5,6","6,1","1,9","2,2","1,4","0,5","0,2","0,4","-0,2","0,6",6,5,"4,4",4,4,"3,8","3,8","3,7","3,6"
Ireland,"18,3","20,2","17,2","10,4","8,6","5,5",3,"3,2","2,2",4,"3,4","3,1","3,1","1,4","2,4","2,5","2,2","1,3","2,1","2,4","5,3",4,"4,7",4,"2,3","2,2","2,7","2,9","3,1","-1,7","-1,6","1,2","1,9","0,5","0,3",0,"-0,2","0,3","0,7","0,9","-0,4","2,4",8,"5,2","2,4",2,2,2,2,2
Israel,"316,6","116,8","120,4","145,6","373,8","304,6","48,2","19,9","16,2","20,2","17,2",19,"11,9","10,9","12,3",10,"11,3",9,"5,4","5,2","1,1","1,1","5,7","0,7","-0,4","1,3","2,1","0,5","4,6","3,3","2,7","3,5","1,7","1,5","0,5","-0,6","-0,5","0,2","0,8","0,8","-0,6","1,5","4,4","4,2","2,4","2,5","2,1","2,1",2,2
Italy,"21,8","19,5","16,5","14,7","10,7",9,"5,8","4,7","5,1","6,2","6,4","6,2",5,"4,5","4,2","5,4",4,"1,8",2,"1,7","2,6","2,3","2,6","2,8","2,3","2,2","2,2",2,"3,5","0,8","1,6","2,9","3,3","1,2","0,2","0,1","-0,1","1,3","1,2","0,6","-0,1","1,9","8,7","5,9","1,7",2,2,2,2,2
Jamaica,18,"9,2","6,8","16,7","31,3","29,7","24,4","11,2","8,2","16,1","24,8",51,"77,3","21,6","35,5","19,9","26,4","9,7","8,6",6,"8,1","6,9",7,"10,1","13,5","15,1","8,5","9,3",22,"9,6","12,6","7,5","6,9","9,4","8,3","3,7","2,3","4,4","3,7","3,9","5,2","5,9","10,3","6,5",7,5,5,5,5,5
Japan,"7,8","4,9","2,7","1,9","2,3",2,"0,6","0,1","0,7","2,3","3,1","3,3","1,7","1,3","0,7","-0,1","0,1","1,7","0,7","-0,3","-0,7","-0,7","-0,9","-0,3",0,"-0,3","0,3",0,"1,4","-1,3","-0,7","-0,3",0,"0,3","2,8","0,8","-0,1","0,5",1,"0,5",0,"-0,2","2,5","3,3","2,2","2,1",2,2,2,2
Jordan,"10,9","7,7","7,6",5,4,"2,8",0,"-0,2","6,7","25,7","16,2","8,2",4,"3,3","3,5","2,4","6,5",3,"3,1","0,6","0,7","1,8","1,8","1,6","3,4","3,5","6,3","4,3","12,7","-1,3","4,9","4,2","4,6","4,9",3,"-1,1","-0,6","3,6","4,5","0,7","0,4","1,3","4,2","2,2","2,7","2,4","2,5","2,5","2,5","2,5"
Kazakhstan,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,"1662,3",1402,"176,4","39,2","17,4","7,1","8,3","13,2","8,4","5,9","6,4","6,9","7,5","8,6","10,8","17,1","7,3","7,1","8,4","5,1","5,8","6,7","6,7","14,6","7,4",6,"5,2","6,8",8,15,"14,6","8,7",7,"6,1","5,4","5,1",5
Kenya,"13,9","11,6","20,7","11,4","10,3",13,"2,5","8,6","12,3","13,8","17,8","20,1","27,3",46,"28,8","1,6","6,8","11,3","5,4","5,8",10,"5,7",2,"9,8","11,8","9,9",6,"4,3","15,1","10,5","4,1",14,"9,4","5,7","6,9","6,6","6,3",8,"4,7","5,2","5,3","6,1","7,6","7,7","6,6","5,5","5,3","4,9",5,5
Kiribati,"16,1","7,7","5,5","6,3","5,4","4,5","6,6","-10,2","1,1","5,6",4,"6,1","4,2","6,1",4,"4,1","-1,7","2,6","3,7","1,8","0,4",6,"3,2","1,6","-0,7","-0,4",-1,"3,6","13,7","9,8","-3,9","1,5",-3,"-1,5","2,1","0,6","1,9","0,4","0,6","-1,8","2,6","2,1","5,3","9,3","4,5",3,"2,5",2,"1,9","1,8"
"Korea, Republic of","28,7","21,4","7,2","3,4","2,3","2,5","2,8",3,"7,1","5,7","8,6","9,3","6,2","4,8","6,3","4,5","4,9","4,4","7,5","0,8","2,3","4,1","2,8","3,5","3,6","2,8","2,2","2,5","4,7","2,8","2,9",4,"2,2","1,3","1,3","0,7",1,"1,9","1,5","0,4","0,5","2,5","5,1","3,6","2,5",2,2,2,2,2
Kosovo,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,"11,7","2,7","1,2","-1,1","-1,4","0,6","4,3","9,3","-2,4","3,5","7,3","2,5","1,8","0,4","-0,5","0,2","1,5","1,1","2,7","0,2","3,3","11,7","5,2","3,5","2,3","1,9",2,2,2
Kuwait,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,"2,9","3,3","2,9","1,6","0,6","1,1","2,1","3,4",4,"3,6","3,2","2,7","2,4","2,1","1,8","1,8"
Kyrgyz Republic,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,"-71,3","1086,2","180,7","42,2","31,9","23,4","10,5","35,9","19,7","6,9","2,1",3,"4,1","4,3","5,6","10,2","24,5","6,8",8,"16,6","2,8","6,6","7,5","6,5","0,4","3,2","1,5","1,1","6,3","11,9","13,9","10,8","6,7","6,6","5,5","4,8",4,4
Lao P.D.R.,"188,8","33,7","70,4","62,5","27,2","114,7",35,"6,1","14,8","59,7","-26,3","13,4","9,8","5,7","7,7","19,1","19,1","19,5","90,1","128,4","8,4","7,8","10,6","15,5","10,5","7,2","6,5","4,7","7,6","0,1",6,"7,6","4,3","6,4","4,1","1,3","1,6","0,8",2,"3,3","5,1","3,8",23,"31,2","21,5","14,7",7,3,3,3
Latvia,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,"109,2","35,9",25,"17,6","8,1","4,3","2,1","2,6","2,5",2,"2,9","6,2","6,9","6,6","10,1","15,3","3,3","-1,2","4,2","2,3",0,"0,7","0,2","0,1","2,9","2,6","2,7","0,1","3,2","17,2","9,1",2,"3,6","2,2","2,3","2,3","2,3"
Lebanon,"23,9","19,3","18,6","7,2","17,6","69,4","95,4","487,2",155,"72,2","68,9","50,1","99,8","24,7","8,2","10,3","8,9","7,7","4,5","0,2","-0,4","-0,4","1,8","1,3","1,7","-1,4","4,1","4,1","10,7","1,2",4,5,"6,6","5,6","1,1","-3,8","-0,8","4,5","6,1","2,9","84,9","154,8","171,2",no data,no data,no data,no data,no data,no data,no data
Lesotho,"19,6","12,2","12,4","17,5","10,8","13,2","18,2","11,6","11,6","14,8","11,5","17,9",17,"13,8","7,3",10,"9,1","8,5","7,8","8,6","6,1","6,9","12,6","7,2",5,"3,4","6,1",8,"10,7","7,4","3,5",5,"6,1","4,9","5,4","3,2","6,6","4,4","4,8","5,2",5,6,"8,3","6,3","6,4","5,4","5,4","5,1",5,5
Liberia,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,2,"5,3","12,1","14,2","10,3","3,6","6,9","9,5","11,4","17,5","7,4","7,3","8,5","6,8","7,6","9,9","7,7","8,8","12,4","23,5",27,17,"7,8","7,6","10,1","6,3","5,1","5,1","4,9","4,9","4,8"
Libya,"14,3","13,2","13,8","10,5","12,4","9,1","3,4","4,4","3,1","4,5","0,7","11,7","9,4","7,5","10,7","8,3",4,"3,6","3,7","2,6","-2,9","-8,8","-9,9","-2,1","1,3","2,7","1,5","6,2","10,4","2,4","2,5","15,9","6,1","2,6","2,4",10,"25,9","25,9",14,"-2,9","1,5","2,9","4,5","3,4","2,9","2,9","2,9","2,9","2,6","2,6"
Lithuania,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,"23,1","8,7","5,4","1,4","1,1","1,5","0,3","-1,1","1,2","2,7","3,8","5,8","11,1","4,2","1,2","4,1","3,2","1,2","0,2","-0,7","0,7","3,7","2,5","2,2","1,1","4,6","18,9","8,7","1,5","2,3","2,2","2,3","2,3","2,3"
Luxembourg,"6,3","8,1","9,4","8,7","5,6","4,1","0,3","-0,1","1,4","3,4","3,7","3,1","3,2","3,6","2,2","1,9","1,2","1,4",1,1,"3,8","2,4","2,1","2,5","3,2","3,8",3,"2,7","4,1",0,"2,8","3,7","2,9","1,7","0,7","0,1",0,"2,1",2,"1,7",0,"3,5","8,2","2,9","2,5","3,1","2,1",2,2,"2,1"
Macao SAR,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,"-2,6","-1,6",1,"4,4","5,1","5,6","8,6","1,2","2,8","5,8","6,1","5,5",6,"4,6","2,4","1,2",3,"2,8","0,8",0,1,"0,9","1,7","2,3","2,4","2,5","2,5","2,5"
Madagascar,"18,3","30,5","31,9","19,5","9,7","10,6","14,5","15,5","26,3",9,"11,9","8,5","14,6",10,39,49,"19,8","4,5","6,2","7,2","11,6","7,9","16,5","-1,7",14,"18,4","10,8","10,3","9,3",9,"9,2","9,5","5,7","5,8","6,1","7,4","6,1","8,6","8,6","5,6","4,2","5,8","8,2","9,9","7,8","7,3","6,9","6,4",6,"5,9"
Malawi,"19,2",12,"9,5","13,8","19,7","10,6","14,2","25,1","33,8","12,5","11,9","8,2","23,2","22,8","34,7","83,1","37,7","9,1","29,8","44,8","29,6","22,7","14,7","9,6","11,4","15,5","13,9","7,9","8,7","8,4","7,4","7,6","21,3","28,3","23,8","21,9","21,7","11,5","9,2","9,4","8,6","9,3","20,8","30,3","27,9","14,7","8,1","6,8","6,5","6,5"
Malaysia,"6,7","9,7","5,8","3,7","3,9","2,6","0,4","0,7","0,3","2,6",3,"4,3","4,8","3,5","3,7","3,5","3,5","2,7","5,3","2,7","1,6","1,4","1,8","1,1","1,4",3,"3,6",2,"5,4","0,6","1,7","3,2","1,7","2,1","3,1","2,1","2,1","3,8",1,"0,7","-1,1","2,5","3,4","2,5","2,8","2,5","2,2",2,2,"2,1"
Maldives,"27,9","11,1","-0,8","9,9",1,"-9,2","9,1","11,7","6,5","7,2","15,5","12,5","16,9","20,1","3,4","5,5","6,2","7,6","-1,4",3,"-1,2","0,7","0,9","-2,8","6,3","2,5","3,5","6,8",12,"4,5","6,1","11,3","10,9",4,"2,4","1,4","0,8","2,3","1,4","1,3","-1,6","0,2","2,6","2,6","3,8",3,2,2,2,2
Mali,"20,3","12,7","3,9","10,5","10,7","9,1","-1,4","-14,9","8,9","-0,2","1,6","1,5","-5,9","-0,6","24,3","11,6","6,5","-0,7","4,1","-1,2","-0,8","5,2",5,"-1,3","-3,1","6,4","1,6","1,4","9,2","2,4","1,2",3,"5,3","-0,6","0,9","1,4","-1,8","2,4","1,9",-3,"0,5","3,8","9,7","2,1",1,2,2,2,2,2
Malta,"2,7","11,6","5,8","-0,9","-0,4","-0,2",2,"0,4","0,9","0,9",3,"2,6","1,8",4,"4,1",4,2,"3,9","3,7","2,3",3,"2,5","2,6","1,9","2,7","2,5","2,6","0,7","4,7","1,8",2,"2,5","3,2",1,"0,8","1,2","0,9","1,3","1,7","1,5","0,8","0,7","6,1","5,7","2,9","2,1",2,2,2,2
Marshall Islands,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,2,"3,5","5,3","2,6","14,7","0,5","1,8","5,4","4,3","1,9","1,1","-2,2","-1,5","0,1","0,8","-0,1","-0,7","2,2","3,2","6,8","4,3","2,3",2,2,2,2
Mauritania,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,"5,6","10,1","9,4","4,1","6,5","4,7","4,6",8,"4,1","3,3","4,7","3,9","5,2","10,4","12,1","6,2","7,3","7,5","2,1","6,3","5,7","4,9","4,1","3,8","0,5","1,5","2,3","3,1","2,3","2,4","3,6","9,6","4,9","2,8",4,4,4,4,4
Mauritius,33,"26,4","13,4","7,5","5,5","8,3","4,3","0,7","3,6","13,6","10,7","12,8","2,9","15,3","7,3",6,"6,6","6,8","6,8","6,9","4,2","5,4","6,4","2,7","4,7","4,9","8,9","8,8","9,7","2,5","2,9","6,5","3,9","3,5","3,2","1,3",1,"3,7","3,2","0,5","2,5",4,"10,8",7,"4,9","3,6","3,8","3,5","3,5","3,5"
Mexico,"26,5",28,"59,1","101,8","65,4","57,8","86,4",132,"113,5","19,9","26,6","22,6","15,5","9,8",7,"35,1","34,3","20,6","15,9","16,6","9,5","6,4",5,"4,6","4,7",4,"3,6",4,"5,1","5,3","4,2","3,4","4,1","3,8",4,"2,7","2,8",6,"4,9","3,6","3,4","5,7","7,9","5,5",4,"3,3",3,3,3,3
"Micronesia, Fed. States of",no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,"2,8","2,7","1,6","1,9","1,8","1,3","-0,2","-0,2","1,7","4,1","4,4","3,6","6,6","8,2","3,6","3,9","6,3","2,1","0,7",0,"-0,9","0,1",1,"2,2",1,"1,8",5,"6,2",4,3,"2,5","2,1",2,2
Moldova,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,"788,5","329,6","30,2","23,5","11,8","7,7","39,3","31,2","9,6","5,2","11,7","12,4","11,9","12,7","12,4","12,7",0,"7,4","7,6","4,6","4,6","5,1","9,6","6,4","6,5","3,6","4,8","3,8","5,1","28,6","13,4",5,5,5,5,5,5
Mongolia,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,"120,2","202,9","268,4","193,4","0,2","46,8",30,"9,6","7,5","11,4","6,3","1,1","5,1","8,2","12,7","4,3","9,6",28,"7,6","8,2","8,8","13,9","10,6","12,9","6,8","0,8","4,3","6,8","7,3","3,7","7,4","15,2","10,3","9,7",10,"8,9","7,8","7,1","6,8"
Montenegro,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,"29,9","23,7","19,7","7,5","3,1","3,4","2,1","3,4",9,"3,6","0,4","3,5","4,1","2,2","-0,7","1,5","-0,3","2,4","2,6","0,4","-0,2","2,4",13,"8,6","4,2","2,7","2,1",2,"1,9","1,9"
Morocco,"9,4","12,5","10,5","6,2","12,4","7,7","8,7","2,7","2,4","3,1",6,"7,9","5,8","5,3",5,"6,3","2,8","1,1","2,7","0,8","1,8","0,6","2,8","1,1","1,5","1,1","3,2",2,"3,8","-0,2",1,1,"1,3","1,8","0,5","1,6","1,5","0,8","1,6","0,2","0,7","1,4","6,6","6,1","2,2","2,5","2,4","2,2","2,1",2
Mozambique,2,"4,2","17,7","28,2",30,"30,8","40,5","164,1","58,5","42,1","43,7","33,3","45,1","42,3","63,1","47,7","48,5","7,4","1,5","2,9","12,7","9,1","16,8","13,5","12,6","6,4","13,2","10,4","14,5","3,8","12,4","11,2","2,6","4,3","2,6","3,6","17,4","15,1","3,9","2,8","3,1","5,7","9,8","6,1","4,4","5,5","5,1","5,5","5,5","5,5"
Myanmar,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,"47,3","26,8","4,3","-19,8","21,9","47,5",8,"6,9","16,6","34,4","20,9","3,7","5,9","6,8","0,4","6,4","5,7","7,3","9,1","4,6","5,9","8,6","5,7","3,6","18,4","27,1",15,"7,8","7,8","7,8","7,8","7,8"
Namibia,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,"13,7","13,5","21,6","9,3","12,1","11,1","8,7","9,7","6,6","9,4","10,2","10,2","12,7","7,2","4,1","2,3",5,"6,5","9,1","9,5","4,9",5,"6,7","5,6","5,3","3,4","6,7","6,1","4,3","3,7","2,2","3,6","6,1","5,9","4,8","4,8","4,8","4,8","4,8","4,8"
Nauru,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,"8,7","19,3","5,6",1,"22,4",-2,"-3,4","0,3","-1,1","0,3","9,8","8,2","5,1","-14,4","4,2","1,9","1,1","3,6","6,2","4,7",3,"2,7","2,5","2,2","2,1"
Nepal,"9,8","13,4","10,4","14,2","6,2","4,1","15,9","13,3",11,"8,1","8,9","7,9","21,1","8,9",9,"7,7","7,2","8,1","8,3","11,4","3,4","2,4","2,9","4,7",4,"4,5",8,"6,2","6,7","12,6","9,6","9,6","8,3","9,9",9,"7,2","9,9","4,5","4,1","4,6","6,1","3,6","6,3","7,8","6,3","5,6","5,5","5,4","5,4","5,4"
Netherlands,no data,"6,8","5,9","2,9","3,4","2,3",0,-1,"0,5","1,1","2,5","3,2","2,8","1,6","2,1","1,3","1,4","1,9","1,8",2,"2,3","5,1","3,9","2,2","1,4","1,5","1,7","1,6","2,2",1,"0,9","2,5","2,8","2,6","0,3","0,2","0,1","1,3","1,6","2,7","1,1","2,8","11,6","4,1","2,7","2,1",2,2,2,2
New Zealand,"17,1","15,5","16,1","7,4","6,1","15,4","13,2","15,8","6,4","5,7","6,1","2,6",1,"1,3","1,7","3,8","2,3","1,2","1,3","-0,1","2,6","2,6","2,7","1,8","2,3",3,"3,4","2,4",4,"2,1","2,3",4,"1,1","1,1","1,2","0,3","0,6","1,9","1,6","1,6","1,7","3,9","7,2","5,7","3,1","2,5","2,4","2,1",2,2
Nicaragua,"35,1","23,8","28,5","33,6","141,3","571,4","885,2","13109,5","4775,2","7428,7","3004,1","116,6","21,9","13,5","3,7","11,1","11,7","9,2",13,"11,2","11,5","7,4","3,8","5,3","8,5","9,6","9,1","11,1","19,8","3,7","5,5","8,1","7,2","7,1",6,4,"3,5","3,9","4,9","5,4","3,7","4,9","10,5","8,4",5,4,4,4,4,4
Niger,"7,3","24,3","10,4","1,6","8,4","-1,1","-3,2","-6,6","0,6","-0,8",-2,"1,5","-5,9","-0,3","35,5","10,9","5,3","2,9","4,6","-2,1","2,7","3,9","2,5","-1,5","0,2","7,8",0,"0,1","11,3","0,5","0,9","2,9","0,5","2,3","-0,9",1,"0,2","0,2","2,8","-2,5","2,9","3,8","4,2","3,7","6,4","4,6","3,2",2,2,2
Nigeria,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,"29,3","10,7","7,9","6,6","6,9","18,9","12,9",14,15,"17,9","8,2","5,4","11,6","12,5","13,7","10,8","12,2","8,5",8,9,"15,7","16,5","12,1","11,4","13,2",17,"18,8","24,7","26,3",23,16,"15,4",14,14
North Macedonia ,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,"338,7","126,6","16,4","2,5","1,3","0,5","-1,3","6,6","5,2","1,1","0,9","-0,4","0,5","3,2","2,3","8,3","-0,7","1,5","3,9","3,3","2,8","-0,3","-0,3","-0,2","1,4","1,5","0,8","1,2","3,2","14,2","9,4",4,"2,5",2,2,2,2
Norway,"10,9","13,6","11,3","8,5","6,2","5,7","7,2","8,7","6,7","4,5","4,1","3,4","2,3","2,3","1,4","2,5","1,3","2,6","2,3","2,4","3,1",3,"1,3","2,5","0,5","1,5","2,3","0,7","3,8","2,2","2,4","1,3","0,7","2,1",2,"2,2","3,6","1,9","2,8","2,2","1,3","3,5","5,8","5,5","3,3","2,6",2,2,2,2
Oman,10,"6,4","2,5","-2,1","-7,4",-4,"7,6","2,6","1,6","1,6",10,"4,6",1,"1,1","-0,7","-1,1","0,5","-0,4","0,4","0,5","-1,2","-0,8","-0,3","0,2","0,8","1,9","3,2","5,9","12,6","3,5","3,3","4,1","2,9","1,3","1,2","0,1","0,9","1,5","0,7","0,5","-0,4","1,7","2,5","0,9","1,3","1,5",2,2,2,2
Pakistan,"11,9","11,9","5,9","6,4","6,1","5,6","3,5","4,7","8,8","7,9","9,1","12,6","4,8","9,8","11,3",13,"10,8","11,8","7,8","5,7","3,6","4,4","3,5","3,1","4,6","9,3","7,9","7,8",12,"19,6","10,1","13,7",11,"7,4","8,6","4,5","2,9","4,1","3,9","6,7","10,7","8,9","12,1","29,2","24,8","12,7","7,6","6,5","6,5","6,5"
Palau,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,"-0,7","-0,3","0,6","0,5","3,6","4,2",3,"9,9","4,7","1,1","2,6","5,4","2,8",4,"2,2","-1,3","1,1","2,4","0,4","0,7","-0,5","13,2","12,3","3,1","2,2","2,2","2,3","2,3","2,3"
Panama,"13,8","7,3","4,3","2,1","1,6",1,"-0,1",1,"0,4","0,1","0,8","1,5","1,8","0,5","1,3","0,9","1,3","1,3","0,6","1,3","1,4","0,3",1,"0,1","0,5","2,9","2,5","4,2","8,8","2,4","3,5","5,9","5,7",4,"2,6","0,1","0,7","0,9","0,8","-0,4","-1,6","1,6","2,9","1,5","1,7",2,2,2,2,2
Papua New Guinea,"12,1","8,1","5,5","7,9","7,4","3,7","5,5","3,3","5,4","4,5",7,7,"4,3",5,"2,8","17,3","11,6","3,9","13,6","14,9","15,6","9,3","11,8","14,7","2,2","1,8","2,4","0,9","10,8","6,9","5,1","4,4","4,5",5,"5,2",6,"6,7","5,4","4,4","3,9","4,9","4,5","5,3","2,3","4,2","4,8","4,8","4,6","4,5","4,5"
Paraguay,"22,5","13,8","5,4","12,8","20,9","24,8","31,7","21,7","22,6","25,6","38,2","24,3","15,1","18,3","20,6","13,4","9,8",7,"11,6","6,8",9,"7,3","10,5","14,2","4,3","6,8","9,6","8,1","10,2","2,6","4,6","8,2","3,7","2,7",5,"3,1","4,1","3,6",4,"2,8","1,8","4,8","9,8","4,6","3,8",4,4,4,4,4
Peru,"59,1","75,4","64,5","111,1","110,2","163,4","77,9","85,8",667,"3398,3","7481,7","409,5","73,5","48,6","23,7","11,1","11,5","8,5","7,3","3,5","3,8",2,"0,2","2,3","3,7","1,6",2,"1,8","5,8","2,9","1,5","3,4","3,7","2,8","3,2","3,5","3,6","2,8","1,3","2,1","1,8",4,"7,9","6,3","2,3",2,2,2,2,2
Philippines,"18,2","13,1",9,"5,3","46,7","23,2","-0,3",3,"12,2","11,4","13,2","19,4","8,6","6,8","12,5","6,9","8,3","5,6","9,4","6,2","6,5","5,4","2,8","2,2","4,8","6,6","5,4","2,9","8,2","4,2","3,7","4,7","3,2","2,6","3,6","0,7","1,2","2,9","5,3","2,4","2,4","3,9","5,8",6,"3,6",3,3,3,3,3
Poland,"9,4","21,2","100,8","22,1","75,6","15,1","17,8","25,2","60,2","251,1","585,8","70,3",43,"35,3","32,2","27,9","19,9","14,9","11,8","7,3","10,1","5,5","1,9","0,7","3,5","2,2","1,2","2,5","4,3","3,8","2,6","4,2","3,7","1,1","0,1","-0,9","-0,7",2,"1,8","2,2","3,4","5,1","14,4","11,4",5,5,"3,6","2,9","2,5","2,5"
